rownumber,id,name,address,license desc,business desc,lat,lon,the_geom,state,county,tract,block,geoid,name,tract_block 
22394,38964-20161116,ROBERTA NOWAKOWSKI INC,948 N WESTERN AVE 1ST,Tavern,Tavern - Consumption of Liquor on Premise,41.899017357,-87.687073079,"MULTIPOLYGON (((-87.68232199970254 41.991842999955985, -87.68207600022042 41.99184699933826, -87.68169900017855 41.99185500024349, -87.68133900029589 41.99186000025288, -87.68109399941305 41.991864999860844, -87.68084700049047 41.99186899993351, -87.68053700002199 41.99187500007094, -87.68050999910335 41.99066499993961, -87.68061400043233 41.9906630002041, -87.68243400045998 41.99062900050981, -87.68297500057963 41.99061899947115, -87.6837619999878 41.99060499970769, -87.68373199935931 41.99078600040062, -87.6837189997438 41.99085099957498, -87.68357600037947 41.99158800054967, -87.6835290003945 41.99183400017089, -87.68351800040892 41.99182599974591, -87.68348400048014 41.99182200070664, -87.68328899982657 41.99182499941728, -87.68293199941114 41.99183200032078, -87.68256299968074 41.99183800025448, -87.68232199970254 41.991842999955985)))",17,31,20902,2006,170000000000000.0,Block 2006,209022006
22414,2020894-20161016,"JEZ RESTAURANTS, INC.",2148 N MILWAUKEE AVE 1,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,41.920182838,-87.69313904100001,"MULTIPOLYGON (((-87.74462599973634 41.94934800034661, -87.74656600039889 41.94932099982087, -87.74657900029385 41.94977999961056, -87.7456090000623 41.949794000155066, -87.74515100073448 41.94979999991335, -87.74463900018635 41.94980700033941, -87.74463299971691 41.94962299937706, -87.74463200025572 41.94957800017061, -87.74462599973634 41.94934800034661)))",17,31,831700,1039,170000000000000.0,Block 1039,8317001039
22529,2428956-20160928,"6-M HOSPITALITY GROUP, LLC",222 S WABASH AVE 1,Tavern,Tavern - Consumption of Liquor on Premise,41.878949977,-87.626252117,"MULTIPOLYGON (((-87.64648900031128 41.84719800054702, -87.64670000045436 41.847088000129474, -87.64679699935648 41.84703900063361, -87.64709300029071 41.84692100017916, -87.64734999966556 41.846794999638014, -87.64756399982039 41.846691000138485, -87.64758099950797 41.84679700032523, -87.64763499975669 41.84711600015396, -87.64765299926493 41.847222999373216, -87.64670600035981 41.84766300042733, -87.64651099988733 41.847728000003706, -87.64651000019278 41.84769200000341, -87.64650900009265 41.847635999719955, -87.64648900031128 41.84719800054702)))",17,31,840200,1014,170000000000000.0,Block 1014,8402001014
22546,2475885-20160928,BLEND GROUP CHICAGO LLC,416 W ONTARIO ST  1,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,41.893228984000004,-87.63930513,"MULTIPOLYGON (((-87.67084599972797 41.824963000466646, -87.67081199976967 41.82356899971811, -87.6714229995209 41.82356000018018, -87.67145099979895 41.82459699910276, -87.67145799980437 41.824820999658016, -87.67145900016932 41.82487299972341, -87.67146200014278 41.824956999838335, -87.6712199998435 41.82495900034319, -87.67116200045466 41.824960000319436, -87.67101199974009 41.82496100011678, -87.67084599972797 41.824963000466646)))",17,31,590600,3008,170000000000000.0,Block 3008,5906003008
22651,1697787-20151216,CANANAS LLC,2310 S BLUE ISLAND AVE,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,41.850297369,-87.67149277899999,"MULTIPOLYGON (((-87.6729750006121 41.70468699986894, -87.67296299989499 41.70432000012603, -87.67292700015048 41.70322199989379, -87.67291500045725 41.702855999469264, -87.67318199953466 41.702849999282876, -87.67398399964769 41.70283600019302, -87.67398600004225 41.7028359999656, -87.6742549999381 41.702838999848254, -87.67426600042107 41.703203000098085, -87.6743020007189 41.704297999923995, -87.67431399943453 41.70466299981004, -87.6740460005448 41.70466699986036, -87.67324199943519 41.70468199986442, -87.6729750006121 41.70468699986894)))",17,31,720600,1021,170000000000000.0,Block 1021,7206001021
22743,2309036-20160816,SOHO HOUSE CHICAGO LLC,113-125 N GREEN ST BSMT - 6TH,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,41.883557098000004,-87.648432396,"MULTIPOLYGON (((-87.72008499936813 41.9387299996, -87.72020199969933 41.9387259994428, -87.72068100030597 41.938720999861786, -87.72068199979687 41.93876699960978, -87.72068799925684 41.938948000364825, -87.72069399972733 41.939173999762566, -87.72052400071622 41.93917599972637, -87.72001700025737 41.93918299997889, -87.71984799972046 41.93918600004349, -87.71981500002619 41.939186000180136, -87.71971800032615 41.939187000684434, -87.71968600035967 41.939188000094475, -87.71968200036318 41.9389619996367, -87.71967799945247 41.93882199987721, -87.71967699951567 41.938736000123114, -87.72008499936813 41.9387299996)))",17,31,210501,1002,170000000000000.0,Block 1002,2105011002
22769,2307951-20160816,SOHO HOUSE CHICAGO LLC,113-125 N GREEN ST BSMT - 6TH,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,41.883557098000004,-87.648432396,"MULTIPOLYGON (((-87.76914300069022 41.94448000026262, -87.77157799997711 41.944453999806896, -87.77158599959938 41.9446820005724, -87.77158699989165 41.94472699960933, -87.77159400049152 41.94490999953399, -87.77110600028065 41.94491499994817, -87.76964600064694 41.94493000028437, -87.76915900073654 41.94493600030408, -87.76915199986429 41.94475300023871, -87.76915100009428 41.944707999384704, -87.76914300069022 41.94448000026262)))",17,31,151200,1003,170000000000000.0,Block 1003,1512001003
22840,2477251-20160930,JAI SHREE RAM CORP.,4301-4305 W NORTH AVE,Package Goods,Retail Sales of Packaged Liquor,41.909676223000005,-87.73392386100001,"MULTIPOLYGON (((-87.67060699981322 41.884193999268234, -87.67182399959388 41.88415499964461, -87.67183000003624 41.88439299962925, -87.67183699931796 41.88463099995541, -87.6706209996115 41.88464999990589, -87.67060699981322 41.884193999268234)))",17,31,280400,1041,170000000000000.0,Block 1041,2804001041
22843,2026595-20161016,"BL RESTAURANT OPERATIONS, LLC",47 W POLK ST 1ST AND 2ND,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,41.872166958,-87.62957679700001,"MULTIPOLYGON (((-87.89045800083694 41.996649000229155, -87.89046300001854 41.99754900039352, -87.88952900023148 41.99755000023947, -87.88953899976877 41.99664599935995, -87.89045800083694 41.996649000229155)))",17,31,980000,1094,170000000000000.0,Block 1094,9800001094
22857,31821-20160716,"THE NEW DATING GAME, INC.",8924 S STONY ISLAND AVE,Tavern,Tavern - Consumption of Liquor on Premise,41.73250458,-87.585700481,"MULTIPOLYGON (((-87.73124799976266 41.90350099950535, -87.73124300035491 41.903319000425164, -87.73124200054998 41.903276999781404, -87.73123699926471 41.90305299987892, -87.7312939991513 41.90304600058621, -87.73369499941789 41.90300800043864, -87.73370200055136 41.903233000162146, -87.73370300013111 41.90327700043824, -87.73370800020827 41.90345800004906, -87.73321500010405 41.90346499974914, -87.73173899939984 41.903487999714464, -87.73134400033952 41.90349500057081, -87.73124799976266 41.90350099950535)))",17,31,230600,5008,170000000000000.0,Block 5008,2306005008
22872,2298790-20160816,SOHO HOUSE CHICAGO LLC,113-125 N GREEN ST BSMT - 6TH,Outdoor Patio,Sale of Liquor Outdoors on Private Property,41.883557098000004,-87.648432396,"MULTIPOLYGON (((-87.65084400084014 41.710473999789734, -87.65085100007109 41.71072799980116, -87.65089299952415 41.712158999861806, -87.65089099959299 41.71229399979323, -87.65051199976492 41.71229700021891, -87.65027100005373 41.71229900013013, -87.65026100043238 41.71193500070722, -87.65023300057682 41.71084399918208, -87.65022400002489 41.71048099960966, -87.65046700055228 41.710477999662835, -87.65084400084014 41.710473999789734)))",17,31,730600,2013,170000000000000.0,Block 2013,7306002013
22882,1843467-20160716,"THE NEW LOOK SALON AND RESTAURANT, INC.",2544 E 83RD ST 1,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,41.744626104,-87.561913784,"MULTIPOLYGON (((-87.58475399983551 41.714724999944366, -87.58474099926892 41.71473699995066, -87.58453200037846 41.71504299940099, -87.58450299905363 41.71508900003307, -87.58449100021738 41.715108999977396, -87.58444200063485 41.71519299982028, -87.58435499964023 41.7153779997843, -87.58430600030191 41.71550800010496, -87.58425599957451 41.71568500011837, -87.584239000235 41.71576699986856, -87.58421899977554 41.715933999692915, -87.5842260006776 41.71602300046791, -87.58422400006533 41.71617799961765, -87.58428100007306 41.716488000302455, -87.58433299964274 41.71666000007667, -87.5844089994114 41.716908000259075, -87.58447999978597 41.71719800042033, -87.58458099926837 41.71760900060873, -87.58455400026513 41.71791700052974, -87.58437899964719 41.71755399996837, -87.5841809996684 41.71707600047777, -87.58405999987936 41.71678100032443, -87.58402100046638 41.71665899961845, -87.58395899929056 41.716466999506764, -87.58393099978079 41.71621399990975, -87.58393699952764 41.716020999944014, -87.58396099992984 41.71584500010104, -87.5840530003079 41.7155279999576, -87.58413599964618 41.71534899938031, -87.58431900055058 41.715017999150206, -87.58439800033543 41.71486800006041, -87.58448499991401 41.714661000519996, -87.58450899990302 41.714582999839664, -87.58453300001672 41.714482000231136, -87.58454000021874 41.7144569994937, -87.58456099985912 41.714286000355756, -87.58458599972688 41.71395699970296, -87.58463399982868 41.71363100034094, -87.58464300022538 41.713569999821594, -87.58469699949592 41.71362600050025, -87.5846989998394 41.71362800063805, -87.58474500019668 41.71367299984152, -87.58473699924794 41.7142950000327, -87.58475100068182 41.71464099976634, -87.58475399983551 41.714724999944366)))",17,31,510300,3007,170000000000000.0,Block 3007,5103003007
22904,49255-20161016,"CONGRESS PLAZA HOTEL, LLC",520 S MICHIGAN AVE,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,41.875259826,-87.624396674,"MULTIPOLYGON (((-87.7224829994495 41.835097999934185, -87.72246099945023 41.8340550002376, -87.72244299939584 41.833318999392624, -87.72274299968004 41.83331400039711, -87.72280000063753 41.83331300058879, -87.72304300006411 41.83331000000638, -87.72305099954458 41.833665000789445, -87.72307499974342 41.83473099970144, -87.72308400006206 41.83508700059895, -87.72283999962619 41.83509099982712, -87.72278300070265 41.83509199966368, -87.7224829994495 41.835097999934185)))",17,31,830500,3018,170000000000000.0,Block 3018,8305003018
22915,2307958-20160816,SOHO HOUSE CHICAGO LLC,113-125 N GREEN ST BSMT - 6TH,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,41.883557098000004,-87.648432396,"MULTIPOLYGON (((-87.59929099934625 41.77684699959216, -87.59934399904623 41.77694900007806, -87.5994530000446 41.77715500002836, -87.5993770007279 41.77724099997731, -87.59930100063619 41.77732799926416, -87.59929899987117 41.777230999273755, -87.59929600025424 41.77708700063785, -87.59929299946391 41.776943000190144, -87.59929099934625 41.77684699959216)))",17,31,834400,1003,170000000000000.0,Block 1003,8344001003
22948,2163984-20161016,"SEACHANGE HOSPITALITY, INC.",420 W BELMONT AVE,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,41.940212887,-87.64044977399999,"MULTIPOLYGON (((-87.77394399951399 41.942595000328296, -87.77150999972915 41.94262299977005, -87.77150200020738 41.942396000089815, -87.77150000029249 41.94235099974392, -87.77149299982172 41.94216900000419, -87.77197900047459 41.94216299957545, -87.77343699979241 41.942144000066484, -87.77392399949565 41.94213900014735, -87.77393200055845 41.94232100012138, -87.77393400067555 41.94236700069859, -87.77394399951399 41.942595000328296)))",17,31,151200,3015,170000000000000.0,Block 3015,1512003015
22949,11818-20161016,SOO & HAN INC,1420 W MORSE AVE,Package Goods,Retail Sales of Packaged Liquor,42.008001436,-87.66679499600001,"MULTIPOLYGON (((-87.77454200012592 41.97567300019275, -87.77453799991461 41.975850000557756, -87.77453799960283 41.97590000028358, -87.77453499958595 41.97612599956872, -87.77452599940159 41.976376000297, -87.77452500040818 41.976384000251755, -87.77451600022972 41.9764789995808, -87.77450100026572 41.97656000021092, -87.77412099941702 41.97634799972007, -87.77374100076858 41.976137000042414, -87.77332199956939 41.97590500046622, -87.77329499979727 41.975884000048985, -87.77326900010104 41.975832999266416, -87.77326000023471 41.97563100003703, -87.77454200012592 41.97567300019275)))",17,31,110400,1013,170000000000000.0,Block 1013,1104001013
22968,20547-20161116,"BIG CHICAGO, INC.",1543 N KINGSBURY ST,Late Hour,"Sale of Liquor Until 4am, Monday - Saturday and 5am on Sunday",41.909354094,-87.652669959,"MULTIPOLYGON (((-87.79209499988532 41.93973700001316, -87.79208800006222 41.93956000003709, -87.79208100027269 41.939383000055386, -87.79207499981462 41.939229999585976, -87.79207400052682 41.939205000697086, -87.79206599995756 41.9390270002162, -87.79205999969783 41.938864999996234, -87.79205999998146 41.938846999614476, -87.79205300037286 41.93866699969634, -87.79266299985527 41.93865800017137, -87.79266399908813 41.938727000195655, -87.79271099971105 41.9398449999426, -87.79271199952818 41.94003599972835, -87.79240999950801 41.94004000005907, -87.79235099929562 41.940040000286075, -87.79210800063933 41.940045000772294, -87.79210200009628 41.939890999149775, -87.79209899940936 41.9398410002555, -87.79209499988532 41.93973700001316)))",17,31,171000,3018,170000000000000.0,Block 3018,1710003018
23068,2026744-20161016,"MASTRO'S RESTAURANTS, LLC",520 N DEARBORN ST 1 & 2,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,41.891601285,-87.629796705,"MULTIPOLYGON (((-87.59137700047296 41.73724400005572, -87.59243899982002 41.737229000167524, -87.59244199972439 41.73733299957563, -87.59245299995146 41.737706999681926, -87.592448000286 41.737936999917125, -87.59242699948955 41.73801399937383, -87.59239499978628 41.73808700052267, -87.59233700047882 41.738177000285035, -87.59206999939404 41.73853799950067, -87.59195800005696 41.738652000051715, -87.5919110003802 41.73867999964588, -87.59187600002663 41.738700999812735, -87.59178699965447 41.738732999630464, -87.59169799987156 41.73875000026228, -87.59163699999061 41.73875399938009, -87.59141299981187 41.73875599979682, -87.59140300055937 41.7383720004149, -87.59137700047296 41.73724400005572)))",17,31,834300,5009,170000000000000.0,Block 5009,8343005009
23071,2026592-20161016,"BL RESTAURANT OPERATIONS, LLC",5500 S SHORE DR 1ST,Outdoor Patio,Sale of Liquor Outdoors on Private Property,41.795185016,-87.580597772,"MULTIPOLYGON (((-87.5864220004139 41.74327799941196, -87.58642700004943 41.74373900029907, -87.58643600010922 41.74413200042212, -87.58644200048043 41.74418800042989, -87.58604299966905 41.74419399998202, -87.58579899944324 41.7441979994942, -87.58579499975663 41.74401600072591, -87.58578600030002 41.74347000049284, -87.58578300012098 41.74328900040179, -87.5862250003721 41.7432809998337, -87.5864220004139 41.74327799941196)))",17,31,834300,3000,170000000000000.0,Block 3000,8343003000
23076,2162938-20161016,"MY DIKA, INC.",1628 W LAWRENCE AVE,Package Goods,Retail Sales of Packaged Liquor,41.96897701,-87.67069153899999,"MULTIPOLYGON (((-87.58992200012884 41.74597299959402, -87.58996600027827 41.74779799996243, -87.58962299992076 41.747801999961595, -87.58939500001748 41.7478049996091, -87.5893859994186 41.74743899992648, -87.58935999976192 41.746344000023655, -87.5893520001896 41.74597899982631, -87.58957999964218 41.745976000249435, -87.58992200012884 41.74597299959402)))",17,31,834300,6031,170000000000000.0,Block 6031,8343006031
23100,12859-20161116,"LOUIE'S PUB, INC.",1659 W NORTH AVE,Tavern,Tavern - Consumption of Liquor on Premise,41.910488332,-87.670070421,"MULTIPOLYGON (((-87.53806500025523 41.65184099991486, -87.53769799929812 41.651839999664524, -87.53745599967083 41.651839999821135, -87.53745500047734 41.65147500039339, -87.53745499972169 41.65131599982319, -87.53745600031885 41.650379999940526, -87.5374570006682 41.650016000176315, -87.53769700071312 41.65001600056935, -87.5380539996775 41.65001800034317, -87.53806300031441 41.65042600035039, -87.53806500025523 41.65184099991486)))",17,31,550100,2011,170000000000000.0,Block 2011,5501002011
