year,Census Block,Age Group,Crime Type,#Crimes
2015,7305002,45-64,CRIMINAL DAMAGE,42
2016,7305002,45-64,CRIMINAL DAMAGE,25
2015,7305002,45-64,CRIMINAL TRESPASS,2
2016,7305002,45-64,CRIMINAL TRESPASS,4
2015,7305002,45-64,DECEPTIVE PRACTICE,10
2016,7305002,45-64,DECEPTIVE PRACTICE,6
2015,7305002,45-64,GAMBLING,1
2015,7305002,45-64,INTERFERENCE WITH PUBLIC OFFICER,4
2016,7305002,45-64,INTERFERENCE WITH PUBLIC OFFICER,1
2015,7305002,45-64,KIDNAPPING,1
2015,7305002,45-64,LIQUOR LAW VIOLATION,1
2015,7305002,45-64,MOTOR VEHICLE THEFT,9
2016,7305002,45-64,MOTOR VEHICLE THEFT,3
2015,7305002,45-64,NARCOTICS,15
2016,7305002,45-64,NARCOTICS,7
2015,7305002,45-64,OFFENSE INVOLVING CHILDREN,3
2016,7305002,45-64,OFFENSE INVOLVING CHILDREN,1
2015,7305002,45-64,OTHER OFFENSE,19
2016,7305002,45-64,OTHER OFFENSE,18
2015,7305002,45-64,PUBLIC PEACE VIOLATION,1
2016,7305002,45-64,PUBLIC PEACE VIOLATION,2
2015,7305002,45-64,ROBBERY,1
2016,7305002,45-64,ROBBERY,1
2015,7305002,45-64,SEX OFFENSE,1
2015,7305002,45-64,THEFT,46
2016,7305002,45-64,THEFT,20
2015,7305002,45-64,WEAPONS VIOLATION,5
2016,7305002,45-64,WEAPONS VIOLATION,6
2015,7305004,25-44,ASSAULT,49
2016,7305004,25-44,ASSAULT,28
2015,7305004,25-44,BATTERY,114
2016,7305004,25-44,BATTERY,43
2018,7305004,25-44,BATTERY,1
2015,7305004,25-44,BURGLARY,38
2016,7305004,25-44,BURGLARY,9
2015,7305004,25-44,CRIM SEXUAL ASSAULT,3
2016,7305004,25-44,CRIM SEXUAL ASSAULT,1
2015,7305004,25-44,CRIMINAL DAMAGE,96
2016,7305004,25-44,CRIMINAL DAMAGE,53
2018,7305004,25-44,CRIMINAL DAMAGE,1
2015,7305004,25-44,CRIMINAL TRESPASS,12
2016,7305004,25-44,CRIMINAL TRESPASS,10
2014,7305004,25-44,DECEPTIVE PRACTICE,3
2015,7305004,25-44,DECEPTIVE PRACTICE,18
2016,7305004,25-44,DECEPTIVE PRACTICE,21
2015,7305004,25-44,GAMBLING,2
2008,7305004,25-44,HOMICIDE,2
2016,7305004,25-44,INTERFERENCE WITH PUBLIC OFFICER,1
2015,7305004,25-44,KIDNAPPING,1
2015,7305004,25-44,MOTOR VEHICLE THEFT,18
2016,7305004,25-44,MOTOR VEHICLE THEFT,14
2015,7305004,25-44,NARCOTICS,27
2016,7305004,25-44,NARCOTICS,14
2015,7305004,25-44,OFFENSE INVOLVING CHILDREN,8
2016,7305004,25-44,OFFENSE INVOLVING CHILDREN,3
2015,7305004,25-44,OTHER OFFENSE,49
2016,7305004,25-44,OTHER OFFENSE,25
2015,7305004,25-44,PUBLIC PEACE VIOLATION,8
2016,7305004,25-44,PUBLIC PEACE VIOLATION,1
2015,7305004,25-44,ROBBERY,17
2016,7305004,25-44,ROBBERY,11
2015,7305004,25-44,SEX OFFENSE,2
2015,7305004,25-44,STALKING,1
2015,7305004,25-44,THEFT,74
2016,7305004,25-44,THEFT,34
2015,7305004,25-44,WEAPONS VIOLATION,12
2016,7305004,25-44,WEAPONS VIOLATION,6
2015,7306002,45-64,ASSAULT,27
2016,7306002,45-64,ASSAULT,13
2015,7306002,45-64,BATTERY,87
2016,7306002,45-64,BATTERY,35
2015,7306002,45-64,BURGLARY,32
2016,7306002,45-64,BURGLARY,3
2015,7306002,45-64,CRIM SEXUAL ASSAULT,1
2015,7306002,45-64,CRIMINAL DAMAGE,69
2016,7306002,45-64,CRIMINAL DAMAGE,36
2018,7306002,45-64,CRIMINAL DAMAGE,1
2015,7306002,45-64,CRIMINAL TRESPASS,5
2016,7306002,45-64,CRIMINAL TRESPASS,6
2015,7306002,45-64,DECEPTIVE PRACTICE,19
2016,7306002,45-64,DECEPTIVE PRACTICE,12
2015,7306002,45-64,GAMBLING,1
2008,7306002,45-64,HOMICIDE,2
2016,7306002,45-64,INTERFERENCE WITH PUBLIC OFFICER,3
2015,7306002,45-64,KIDNAPPING,2
2015,7306002,45-64,MOTOR VEHICLE THEFT,18
2016,7306002,45-64,MOTOR VEHICLE THEFT,19
2015,7306002,45-64,NARCOTICS,30
2016,7306002,45-64,NARCOTICS,15
2015,7306002,45-64,OFFENSE INVOLVING CHILDREN,3
2016,7306002,45-64,OFFENSE INVOLVING CHILDREN,6
2015,7306002,45-64,OTHER OFFENSE,36
2016,7306002,45-64,OTHER OFFENSE,22
2015,7306002,45-64,PROSTITUTION,2
2015,7306002,45-64,PUBLIC PEACE VIOLATION,3
2015,7306002,45-64,ROBBERY,15
2016,7306002,45-64,ROBBERY,9
2015,7306002,45-64,SEX OFFENSE,1
2015,7306002,45-64,THEFT,59
2016,7306002,45-64,THEFT,26
2015,7306002,45-64,WEAPONS VIOLATION,10
2016,7306002,45-64,WEAPONS VIOLATION,6
2016,7307002,25-44,ARSON,1
2015,7307002,25-44,ASSAULT,36
2016,7307002,25-44,ASSAULT,34
2015,7307002,25-44,BATTERY,92
2016,7307002,25-44,BATTERY,57
2018,7307002,25-44,BATTERY,1
2015,7307002,25-44,BURGLARY,47
2016,7307002,25-44,BURGLARY,16
2015,7307002,25-44,CRIM SEXUAL ASSAULT,3
2016,7307002,25-44,CRIM SEXUAL ASSAULT,2
2015,7307002,25-44,CRIMINAL DAMAGE,74
2016,7307002,25-44,CRIMINAL DAMAGE,41
2015,7307002,25-44,CRIMINAL TRESPASS,19
2016,7307002,25-44,CRIMINAL TRESPASS,5
2015,7307002,25-44,DECEPTIVE PRACTICE,18
2016,7307002,25-44,DECEPTIVE PRACTICE,5
2009,7307002,25-44,HOMICIDE,2
2015,7307002,25-44,MOTOR VEHICLE THEFT,21
2016,7307002,25-44,MOTOR VEHICLE THEFT,1
2015,7307002,25-44,NARCOTICS,28
2016,7307002,25-44,NARCOTICS,10
2015,7307002,25-44,OFFENSE INVOLVING CHILDREN,6
2016,7307002,25-44,OFFENSE INVOLVING CHILDREN,4
2015,7307002,25-44,OTHER OFFENSE,30
2016,7307002,25-44,OTHER OFFENSE,20
2018,7307002,25-44,OTHER OFFENSE,1
2015,7307002,25-44,PROSTITUTION,4
2016,7307002,25-44,PROSTITUTION,2
2015,7307002,25-44,PUBLIC PEACE VIOLATION,5
2015,7307002,25-44,ROBBERY,9
2016,7307002,25-44,ROBBERY,4
2015,7307002,25-44,SEX OFFENSE,1
2016,7307002,25-44,SEX OFFENSE,1
2014,7307002,25-44,THEFT,1
2015,7307002,25-44,THEFT,58
2016,7307002,25-44,THEFT,30
2015,7307002,25-44,WEAPONS VIOLATION,11
2016,7307002,25-44,WEAPONS VIOLATION,7
2015,7401002,45-64,ASSAULT,3
2016,7401002,45-64,ASSAULT,6
2015,7401002,45-64,BATTERY,14
2016,7401002,45-64,BATTERY,12
2015,7401002,45-64,BURGLARY,5
2016,7401002,45-64,BURGLARY,3
2015,7401002,45-64,CRIMINAL DAMAGE,11
2016,7401002,45-64,CRIMINAL DAMAGE,6
2015,7401002,45-64,CRIMINAL TRESPASS,1
2015,7401002,45-64,DECEPTIVE PRACTICE,13
2016,7401002,45-64,DECEPTIVE PRACTICE,7
2015,7401002,45-64,INTERFERENCE WITH PUBLIC OFFICER,1
2015,7401002,45-64,MOTOR VEHICLE THEFT,3
2015,7401002,45-64,NARCOTICS,5
2016,7401002,45-64,NARCOTICS,2
2015,7401002,45-64,OTHER OFFENSE,8
2016,7401002,45-64,OTHER OFFENSE,3
2015,7401002,45-64,ROBBERY,4
2016,7401002,45-64,SEX OFFENSE,1
2015,7401002,45-64,THEFT,19
2016,7401002,45-64,THEFT,3
2016,7401002,45-64,WEAPONS VIOLATION,1
2015,7401004,45-64,ASSAULT,18
2016,7401004,45-64,ASSAULT,7
2015,7401004,45-64,BATTERY,43
2016,7401004,45-64,BATTERY,24
2015,7401004,45-64,BURGLARY,13
2016,7401004,45-64,BURGLARY,5
2015,7401004,45-64,CRIMINAL DAMAGE,30
2016,7401004,45-64,CRIMINAL DAMAGE,11
2015,7401004,45-64,CRIMINAL TRESPASS,5
2016,7401004,45-64,CRIMINAL TRESPASS,2
2015,7401004,45-64,DECEPTIVE PRACTICE,8
2016,7401004,45-64,DECEPTIVE PRACTICE,5
2015,7401004,45-64,INTERFERENCE WITH PUBLIC OFFICER,2
2016,7401004,45-64,INTERFERENCE WITH PUBLIC OFFICER,1
2015,7401004,45-64,MOTOR VEHICLE THEFT,7
2016,7401004,45-64,MOTOR VEHICLE THEFT,3
2015,7401004,45-64,NARCOTICS,10
2016,7401004,45-64,NARCOTICS,5
2015,7401004,45-64,OFFENSE INVOLVING CHILDREN,3
2016,7401004,45-64,OFFENSE INVOLVING CHILDREN,1
2015,7401004,45-64,OTHER OFFENSE,9
2016,7401004,45-64,OTHER OFFENSE,7
2015,7401004,45-64,PUBLIC PEACE VIOLATION,3
2015,7401004,45-64,ROBBERY,6
2016,7401004,45-64,ROBBERY,4
2016,7401004,45-64,SEX OFFENSE,1
2015,7401004,45-64,THEFT,41
2016,7401004,45-64,THEFT,11
2015,7401004,45-64,WEAPONS VIOLATION,4
2016,7401004,45-64,WEAPONS VIOLATION,5
2015,7402001,18-24,ASSAULT,5
2015,7402001,18-24,BATTERY,6
2016,7402001,18-24,BATTERY,1
2015,7402001,18-24,BURGLARY,2
2016,7402001,18-24,BURGLARY,1
2015,7402001,18-24,CRIMINAL DAMAGE,12
2016,7402001,18-24,CRIMINAL DAMAGE,5
2015,7402001,18-24,CRIMINAL TRESPASS,2
2015,7402001,18-24,DECEPTIVE PRACTICE,7
2016,7402001,18-24,DECEPTIVE PRACTICE,1
2016,7402001,18-24,KIDNAPPING,1
2016,7402001,18-24,MOTOR VEHICLE THEFT,1
2015,7402001,18-24,NARCOTICS,1
2016,7402001,18-24,NARCOTICS,1
2015,7402001,18-24,OTHER OFFENSE,4
2016,7402001,18-24,OTHER OFFENSE,1
2016,7402001,18-24,ROBBERY,1
2015,7402001,18-24,THEFT,12
2016,7402001,18-24,THEFT,6
2015,7402002,45-64,ASSAULT,2
2015,7402002,45-64,BATTERY,4
2016,7402002,45-64,BATTERY,7
2015,7402002,45-64,BURGLARY,2
2016,7402002,45-64,BURGLARY,1
2015,7402002,45-64,CRIMINAL DAMAGE,10
2016,7402002,45-64,CRIMINAL DAMAGE,6
2015,7402002,45-64,CRIMINAL TRESPASS,5
2015,7402002,45-64,DECEPTIVE PRACTICE,14
2016,7402002,45-64,DECEPTIVE PRACTICE,1
2016,7402002,45-64,INTERFERENCE WITH PUBLIC OFFICER,1
2015,7402002,45-64,KIDNAPPING,1
2015,7402002,45-64,LIQUOR LAW VIOLATION,1
2015,7402002,45-64,MOTOR VEHICLE THEFT,2
2016,7402002,45-64,MOTOR VEHICLE THEFT,1
2015,7402002,45-64,OFFENSE INVOLVING CHILDREN,5
2016,7402002,45-64,OFFENSE INVOLVING CHILDREN,1
2015,7402002,45-64,OTHER OFFENSE,5
2016,7402002,45-64,OTHER OFFENSE,1
2015,7402002,45-64,SEX OFFENSE,1
2015,7402002,45-64,THEFT,18
2016,7402002,45-64,THEFT,4
2015,7402003,25-44,CRIMINAL DAMAGE,1
2016,7402003,25-44,DECEPTIVE PRACTICE,1
2015,7402003,25-44,THEFT,1
2015,7402004,25-44,ARSON,3
2015,7402004,25-44,ASSAULT,80
2016,7402004,25-44,ASSAULT,50
2015,7402004,25-44,BATTERY,170
2016,7402004,25-44,BATTERY,92
2018,7402004,25-44,BATTERY,2
2015,7402004,25-44,BURGLARY,51
2016,7402004,25-44,BURGLARY,30
2018,7402004,25-44,BURGLARY,1
2014,7402004,25-44,CRIM SEXUAL ASSAULT,1
2015,7402004,25-44,CRIM SEXUAL ASSAULT,3
2016,7402004,25-44,CRIM SEXUAL ASSAULT,1
2018,7402004,25-44,CRIM SEXUAL ASSAULT,1
2015,7402004,25-44,CRIMINAL DAMAGE,107
2016,7402004,25-44,CRIMINAL DAMAGE,69
2015,7402004,25-44,CRIMINAL TRESPASS,28
2016,7402004,25-44,CRIMINAL TRESPASS,15
2018,7402004,25-44,CRIMINAL TRESPASS,1
2014,7402004,25-44,DECEPTIVE PRACTICE,2
2015,7402004,25-44,DECEPTIVE PRACTICE,28
2016,7402004,25-44,DECEPTIVE PRACTICE,18
2015,7402004,25-44,GAMBLING,1
2009,7402004,25-44,HOMICIDE,1
2015,7402004,25-44,HUMAN TRAFFICKING,1
2015,7402004,25-44,INTERFERENCE WITH PUBLIC OFFICER,7
2016,7402004,25-44,INTERFERENCE WITH PUBLIC OFFICER,2
2015,7402004,25-44,INTIMIDATION,1
2015,7402004,25-44,KIDNAPPING,1
2015,7402004,25-44,LIQUOR LAW VIOLATION,1
2015,7402004,25-44,MOTOR VEHICLE THEFT,25
2016,7402004,25-44,MOTOR VEHICLE THEFT,15
2015,7402004,25-44,NARCOTICS,52
2016,7402004,25-44,NARCOTICS,20
2015,7402004,25-44,OFFENSE INVOLVING CHILDREN,10
2016,7402004,25-44,OFFENSE INVOLVING CHILDREN,6
2015,7402004,25-44,OTHER OFFENSE,46
2016,7402004,25-44,OTHER OFFENSE,41
2015,7402004,25-44,PROSTITUTION,5
2016,7402004,25-44,PROSTITUTION,1
2015,7402004,25-44,PUBLIC PEACE VIOLATION,5
2016,7402004,25-44,PUBLIC PEACE VIOLATION,5
2015,7402004,25-44,ROBBERY,20
2016,7402004,25-44,ROBBERY,14
2015,7402004,25-44,SEX OFFENSE,3
2015,7402004,25-44,STALKING,2
2014,7402004,25-44,THEFT,2
2015,7402004,25-44,THEFT,160
2016,7402004,25-44,THEFT,69
2015,7402004,25-44,WEAPONS VIOLATION,25
2016,7402004,25-44,WEAPONS VIOLATION,11
2016,7403001,25-44,ARSON,1
2015,7403001,25-44,ASSAULT,26
2016,7403001,25-44,ASSAULT,8
2015,7403001,25-44,BATTERY,69
2016,7403001,25-44,BATTERY,37
2015,7403001,25-44,BURGLARY,14
2016,7403001,25-44,BURGLARY,5
2018,7403001,25-44,BURGLARY,1
2001,7403001,25-44,CRIM SEXUAL ASSAULT,1
2015,7403001,25-44,CRIM SEXUAL ASSAULT,3
2016,7403001,25-44,CRIM SEXUAL ASSAULT,1
2015,7403001,25-44,CRIMINAL DAMAGE,32
2016,7403001,25-44,CRIMINAL DAMAGE,23
2015,7403001,25-44,CRIMINAL TRESPASS,4
2016,7403001,25-44,CRIMINAL TRESPASS,1
2014,7403001,25-44,DECEPTIVE PRACTICE,1
2015,7403001,25-44,DECEPTIVE PRACTICE,14
2016,7403001,25-44,DECEPTIVE PRACTICE,6
2009,7403001,25-44,HOMICIDE,1
2015,7403001,25-44,HUMAN TRAFFICKING,1
2015,7403001,25-44,INTERFERENCE WITH PUBLIC OFFICER,3
2015,7403001,25-44,INTIMIDATION,1
2015,7403001,25-44,LIQUOR LAW VIOLATION,1
2015,7403001,25-44,MOTOR VEHICLE THEFT,4
2016,7403001,25-44,MOTOR VEHICLE THEFT,4
2015,7403001,25-44,NARCOTICS,13
2016,7403001,25-44,NARCOTICS,3
2015,7403001,25-44,OFFENSE INVOLVING CHILDREN,5
2016,7403001,25-44,OFFENSE INVOLVING CHILDREN,2
2014,7403001,25-44,OTHER OFFENSE,1
2015,7403001,25-44,OTHER OFFENSE,16
2016,7403001,25-44,OTHER OFFENSE,8
2015,7403001,25-44,PROSTITUTION,5
2016,7403001,25-44,PROSTITUTION,2
2015,7403001,25-44,PUBLIC PEACE VIOLATION,1
2016,7403001,25-44,PUBLIC PEACE VIOLATION,1
2015,7403001,25-44,ROBBERY,5
2016,7403001,25-44,ROBBERY,2
2015,7403001,25-44,SEX OFFENSE,1
2016,7403001,25-44,SEX OFFENSE,1
2015,7403001,25-44,THEFT,33
2016,7403001,25-44,THEFT,23
2015,7403001,25-44,WEAPONS VIOLATION,3
2016,7403001,25-44,WEAPONS VIOLATION,1
2015,7403002,25-44,ARSON,1
2016,7403002,25-44,ASSAULT,1
2015,7403002,25-44,BATTERY,2
2016,7403002,25-44,BATTERY,2
2015,7403002,25-44,CRIMINAL DAMAGE,5
2016,7403002,25-44,CRIMINAL DAMAGE,1
2015,7403002,25-44,DECEPTIVE PRACTICE,1
2016,7403002,25-44,DECEPTIVE PRACTICE,3
2016,7403002,25-44,MOTOR VEHICLE THEFT,2
2015,7403002,25-44,OTHER OFFENSE,2
2015,7403002,25-44,ROBBERY,1
2015,7403002,25-44,THEFT,9
2016,7403002,25-44,THEFT,1
2015,7403002,25-44,WEAPONS VIOLATION,1
2015,7403003,45-64,ARSON,1
2015,7403003,45-64,ASSAULT,65
2016,7403003,45-64,ASSAULT,31
2018,7403003,45-64,ASSAULT,1
2015,7403003,45-64,BATTERY,132
2016,7403003,45-64,BATTERY,102
2018,7403003,45-64,BATTERY,1
2015,7403003,45-64,BURGLARY,11
2016,7403003,45-64,BURGLARY,14
2016,7403003,45-64,CONCEALED CARRY LICENSE VIOLATION,1
2015,7403003,45-64,CRIM SEXUAL ASSAULT,4
2016,7403003,45-64,CRIM SEXUAL ASSAULT,2
2015,7403003,45-64,CRIMINAL DAMAGE,79
2016,7403003,45-64,CRIMINAL DAMAGE,33
2018,7403003,45-64,CRIMINAL DAMAGE,2
2015,7403003,45-64,CRIMINAL TRESPASS,29
2016,7403003,45-64,CRIMINAL TRESPASS,15
2015,7403003,45-64,DECEPTIVE PRACTICE,32
2016,7403003,45-64,DECEPTIVE PRACTICE,21
2008,7403003,45-64,HOMICIDE,1
2015,7403003,45-64,INTERFERENCE WITH PUBLIC OFFICER,2
2016,7403003,45-64,INTERFERENCE WITH PUBLIC OFFICER,3
2015,7403003,45-64,INTIMIDATION,6
2016,7403003,45-64,INTIMIDATION,1
2015,7403003,45-64,MOTOR VEHICLE THEFT,16
2016,7403003,45-64,MOTOR VEHICLE THEFT,5
2015,7403003,45-64,NARCOTICS,63
2016,7403003,45-64,NARCOTICS,28
2015,7403003,45-64,OFFENSE INVOLVING CHILDREN,7
2016,7403003,45-64,OFFENSE INVOLVING CHILDREN,3
2015,7403003,45-64,OTHER OFFENSE,58
2016,7403003,45-64,OTHER OFFENSE,23
2015,7403003,45-64,PROSTITUTION,2
2015,7403003,45-64,PUBLIC PEACE VIOLATION,7
2016,7403003,45-64,PUBLIC PEACE VIOLATION,4
2015,7403003,45-64,ROBBERY,21
2016,7403003,45-64,ROBBERY,13
2014,7403003,45-64,SEX OFFENSE,1
2015,7403003,45-64,SEX OFFENSE,1
2016,7403003,45-64,SEX OFFENSE,1
2015,7403003,45-64,STALKING,1
2014,7403003,45-64,THEFT,1
2015,7403003,45-64,THEFT,112
2016,7403003,45-64,THEFT,60
2015,7403003,45-64,WEAPONS VIOLATION,19
2016,7403003,45-64,WEAPONS VIOLATION,5
2016,7403004,45-64,BATTERY,3
2015,7403004,45-64,CRIMINAL TRESPASS,1
2015,7403004,45-64,DECEPTIVE PRACTICE,1
2015,7403004,45-64,OFFENSE INVOLVING CHILDREN,1
2015,7403004,45-64,OTHER OFFENSE,1
2015,7403004,45-64,THEFT,1
2015,7403005,5-17,ASSAULT,6
2015,7403005,5-17,BATTERY,14
2016,7403005,5-17,BATTERY,2
2015,7403005,5-17,BURGLARY,5
2015,7403005,5-17,CRIMINAL DAMAGE,8
2015,7403005,5-17,CRIMINAL TRESPASS,4
2016,7403005,5-17,CRIMINAL TRESPASS,1
2015,7403005,5-17,DECEPTIVE PRACTICE,6
2016,7403005,5-17,DECEPTIVE PRACTICE,6
2015,7403005,5-17,MOTOR VEHICLE THEFT,1
2016,7403005,5-17,MOTOR VEHICLE THEFT,1
2015,7403005,5-17,NARCOTICS,6
2016,7403005,5-17,NARCOTICS,1
2015,7403005,5-17,OFFENSE INVOLVING CHILDREN,1
2016,7403005,5-17,OFFENSE INVOLVING CHILDREN,1
2015,7403005,5-17,OTHER OFFENSE,3
2016,7403005,5-17,OTHER OFFENSE,2
2015,7403005,5-17,PUBLIC PEACE VIOLATION,1
2015,7403005,5-17,ROBBERY,1
2015,7403005,5-17,THEFT,20
2016,7403005,5-17,THEFT,4
2015,7404001,25-44,BATTERY,3
2016,7404001,25-44,BATTERY,4
2015,7404001,25-44,BURGLARY,3
2015,7404001,25-44,CRIMINAL DAMAGE,4
2016,7404001,25-44,CRIMINAL DAMAGE,2
2015,7404001,25-44,CRIMINAL TRESPASS,5
2015,7404001,25-44,DECEPTIVE PRACTICE,3
2016,7404001,25-44,DECEPTIVE PRACTICE,3
2015,7404001,25-44,KIDNAPPING,1
2015,7404001,25-44,OFFENSE INVOLVING CHILDREN,1
2015,7404001,25-44,OTHER OFFENSE,2
2015,7404001,25-44,THEFT,15
2016,7404001,25-44,THEFT,1
2016,7404002,45-64,BATTERY,1
2015,7404002,45-64,THEFT,2
2015,7404003,25-44,ASSAULT,16
2016,7404003,25-44,ASSAULT,2
2015,7404003,25-44,BATTERY,17
2016,7404003,25-44,BATTERY,14
2015,7404003,25-44,BURGLARY,4
2016,7404003,25-44,BURGLARY,3
2015,7404003,25-44,CRIMINAL DAMAGE,15
2016,7404003,25-44,CRIMINAL DAMAGE,10
2015,7404003,25-44,CRIMINAL TRESPASS,5
2016,7404003,25-44,CRIMINAL TRESPASS,2
2014,7404003,25-44,DECEPTIVE PRACTICE,1
2015,7404003,25-44,DECEPTIVE PRACTICE,18
2016,7404003,25-44,DECEPTIVE PRACTICE,8
2015,7404003,25-44,INTERFERENCE WITH PUBLIC OFFICER,3
2015,7404003,25-44,KIDNAPPING,1
2015,7404003,25-44,MOTOR VEHICLE THEFT,4
2016,7404003,25-44,MOTOR VEHICLE THEFT,2
2015,7404003,25-44,NARCOTICS,3
2016,7404003,25-44,NARCOTICS,6
2016,7404003,25-44,OFFENSE INVOLVING CHILDREN,1
2015,7404003,25-44,OTHER OFFENSE,14
2016,7404003,25-44,OTHER OFFENSE,12
2015,7404003,25-44,PUBLIC PEACE VIOLATION,1
2016,7404003,25-44,PUBLIC PEACE VIOLATION,3
2015,7404003,25-44,ROBBERY,5
2016,7404003,25-44,ROBBERY,1
2001,7404003,25-44,THEFT,1
2015,7404003,25-44,THEFT,33
2016,7404003,25-44,THEFT,9
2015,7404004,25-44,ASSAULT,17
2016,7404004,25-44,ASSAULT,11
2015,7404004,25-44,BATTERY,43
2016,7404004,25-44,BATTERY,24
2015,7404004,25-44,BURGLARY,16
2016,7404004,25-44,BURGLARY,4
2015,7404004,25-44,CRIM SEXUAL ASSAULT,1
2015,7404004,25-44,CRIMINAL DAMAGE,15
2016,7404004,25-44,CRIMINAL DAMAGE,17
2015,7404004,25-44,CRIMINAL TRESPASS,3
2016,7404004,25-44,CRIMINAL TRESPASS,7
2015,7404004,25-44,DECEPTIVE PRACTICE,15
2016,7404004,25-44,DECEPTIVE PRACTICE,12
2009,7404004,25-44,HOMICIDE,1
2015,7404004,25-44,KIDNAPPING,1
2015,7404004,25-44,MOTOR VEHICLE THEFT,7
2016,7404004,25-44,MOTOR VEHICLE THEFT,4
2015,7404004,25-44,NARCOTICS,9
2016,7404004,25-44,NARCOTICS,3
2015,7404004,25-44,OFFENSE INVOLVING CHILDREN,3
2016,7404004,25-44,OFFENSE INVOLVING CHILDREN,3
2015,7404004,25-44,OTHER OFFENSE,26
2016,7404004,25-44,OTHER OFFENSE,7
2015,7404004,25-44,PUBLIC PEACE VIOLATION,1
2016,7404004,25-44,PUBLIC PEACE VIOLATION,2
2015,7404004,25-44,ROBBERY,2
2016,7404004,25-44,SEX OFFENSE,1
2015,7404004,25-44,THEFT,34
2016,7404004,25-44,THEFT,25
2016,7404004,25-44,WEAPONS VIOLATION,1
2015,7501002,45-64,ASSAULT,44
2016,7501002,45-64,ASSAULT,26
2015,7501002,45-64,BATTERY,112
2016,7501002,45-64,BATTERY,48
2018,7501002,45-64,BATTERY,4
2015,7501002,45-64,BURGLARY,36
2016,7501002,45-64,BURGLARY,15
2015,7501002,45-64,CRIM SEXUAL ASSAULT,1
2016,7501002,45-64,CRIM SEXUAL ASSAULT,2
2015,7501002,45-64,CRIMINAL DAMAGE,81
2016,7501002,45-64,CRIMINAL DAMAGE,43
2015,7501002,45-64,CRIMINAL TRESPASS,9
2016,7501002,45-64,CRIMINAL TRESPASS,2
2018,7501002,45-64,CRIMINAL TRESPASS,1
2015,7501002,45-64,DECEPTIVE PRACTICE,21
2016,7501002,45-64,DECEPTIVE PRACTICE,2
2008,7501002,45-64,HOMICIDE,1
2009,7501002,45-64,HOMICIDE,1
2015,7501002,45-64,INTERFERENCE WITH PUBLIC OFFICER,7
2016,7501002,45-64,INTERFERENCE WITH PUBLIC OFFICER,2
2016,7501002,45-64,KIDNAPPING,1
2015,7501002,45-64,MOTOR VEHICLE THEFT,9
2016,7501002,45-64,MOTOR VEHICLE THEFT,10
2015,7501002,45-64,NARCOTICS,25
2016,7501002,45-64,NARCOTICS,5
2015,7501002,45-64,OFFENSE INVOLVING CHILDREN,4
2016,7501002,45-64,OFFENSE INVOLVING CHILDREN,1
2015,7501002,45-64,OTHER OFFENSE,24
2016,7501002,45-64,OTHER OFFENSE,16
2015,7501002,45-64,PROSTITUTION,2
2016,7501002,45-64,PROSTITUTION,2
2015,7501002,45-64,PUBLIC PEACE VIOLATION,4
2016,7501002,45-64,PUBLIC PEACE VIOLATION,2
2015,7501002,45-64,ROBBERY,11
2016,7501002,45-64,ROBBERY,5
2001,7501002,45-64,THEFT,1
2015,7501002,45-64,THEFT,55
2016,7501002,45-64,THEFT,30
2015,7501002,45-64,WEAPONS VIOLATION,8
2016,7501002,45-64,WEAPONS VIOLATION,2
2015,7501003,18-24,ASSAULT,1
2016,7501003,18-24,ASSAULT,2
2015,7501003,18-24,BATTERY,8
2016,7501003,18-24,BATTERY,3
2015,7501003,18-24,CRIM SEXUAL ASSAULT,1
2015,7501003,18-24,CRIMINAL DAMAGE,8
2016,7501003,18-24,CRIMINAL DAMAGE,1
2015,7501003,18-24,DECEPTIVE PRACTICE,3
2016,7501003,18-24,INTERFERENCE WITH PUBLIC OFFICER,1
2016,7501003,18-24,MOTOR VEHICLE THEFT,1
2015,7501003,18-24,NARCOTICS,3
2016,7501003,18-24,NARCOTICS,1
2016,7501003,18-24,OFFENSE INVOLVING CHILDREN,1
2015,7501003,18-24,OTHER OFFENSE,4
2016,7501003,18-24,OTHER OFFENSE,2
2015,7501003,18-24,ROBBERY,2
2016,7501003,18-24,ROBBERY,1
2015,7501003,18-24,THEFT,11
2016,7501003,18-24,WEAPONS VIOLATION,1
2015,7502003,45-64,ARSON,2
2016,7502003,45-64,ARSON,1
2015,7502003,45-64,ASSAULT,61
2016,7502003,45-64,ASSAULT,22
2018,7502003,45-64,ASSAULT,1
2015,7502003,45-64,BATTERY,114
2016,7502003,45-64,BATTERY,57
2018,7502003,45-64,BATTERY,1
2015,7502003,45-64,BURGLARY,27
2016,7502003,45-64,BURGLARY,10
2015,7502003,45-64,CRIM SEXUAL ASSAULT,3
2015,7502003,45-64,CRIMINAL DAMAGE,74
2016,7502003,45-64,CRIMINAL DAMAGE,30
2015,7502003,45-64,CRIMINAL TRESPASS,8
2016,7502003,45-64,CRIMINAL TRESPASS,3
2014,7502003,45-64,DECEPTIVE PRACTICE,3
2015,7502003,45-64,DECEPTIVE PRACTICE,39
2016,7502003,45-64,DECEPTIVE PRACTICE,15
2015,7502003,45-64,INTIMIDATION,1
2015,7502003,45-64,KIDNAPPING,2
2015,7502003,45-64,MOTOR VEHICLE THEFT,23
2016,7502003,45-64,MOTOR VEHICLE THEFT,5
2018,7502003,45-64,MOTOR VEHICLE THEFT,1
